"ThresholdSillHingeHoleId","IdThresholdSill","ThresholdSillHingeHoleDepth","ThresholdSillHingeHoleShape","ThresholdSillHingeHoleRadius","ThresholdSillHingeHoleWidth","ThresholdSillHingeHoleLength","ThresholdSillHingeMaterial","OpeningId","Type","PeculiarType","HouseId","BiggerAreaRoom","PassingStandingBiggerRoom","BiggerAreaRoomType","Bigger Area RoomM2","SmallerAreaRoom","PassingStandingSmallerRoom","SmallerAreaRoomType","SmallerAreaRoomM2","Width","Height","Length","LevelOfPreservation","IdThresholdSill:1","IdLintel","Floor","DistancefromGround","FrameTrace","LintelType","Facing","HouseId:1","HouseType","Date","Period","Town","DataMethod","TotalSquareMeter","IdThresholdSill:2","ThresholdSillLength","ThresholdSillWidth","ThresholdSillThickness","ThresholdSillMaterial","ThresholdSillType","ThresholdSillDoorstopWidth","ThresholdSillTenonHoleNumber","ThresholdSillHingeHoleNumber","ThresholdSillBoltHoleNumber","ThresholdSillShutterErosion","ThresholdSillFoldingDoorChannel","IdLintel:1","LintelLength","LintelWidth","LintelThickness","LintelMaterial","LintelDoorstopWidth","LintelTenonHoleNumber","LintelHingeHoleNumber","LintelBoltHoleNumber"
"L1HT1746","T1746",1,"SQUARED",NA,5,5,"NO TRACE",1746,"DOORWAY","NO","CASA DELLO SCHELETRO","STREET","PASSING","OPEN SPACES",NA,"ENTRANCE","PASSING","PUBLIC ROOM",7.15,156,266,49,5,"T1746","L1746","G",NA,NA,"B","OUTSIDE","CASA DELLO SCHELETRO","DOMUS","I AD","EARLY EMPIRE","HERCULANEUM","SURVEY",444,"T1746",52,159,14,"LIMESTONE","A",19,0,1,7,"NO","NO","L1746",207,49,12,"WOOD",NA,NA,NA,NA
"L1HT1748","T1748",2,"ROUND",2.5,NA,NA,"IRON",1748,"DOORWAY","NO","CASA DELLO SCHELETRO","ENTRANCE","PASSING","PUBLIC ROOM",7.15,"SERVICE ROOM","STANDING","SERVICE ROOM",6.08,79,178,48,5,"T1748",NA,"G",NA,NA,"B","INSIDE","CASA DELLO SCHELETRO","DOMUS","I AD","EARLY EMPIRE","HERCULANEUM","SURVEY",444,"T1748",40,93,NA,"MARBLE","A",0,0,2,0,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"L2HT1748","T1748",3,"ROUND",2,NA,NA,"NO TRACE",1748,"DOORWAY","NO","CASA DELLO SCHELETRO","ENTRANCE","PASSING","PUBLIC ROOM",7.15,"SERVICE ROOM","STANDING","SERVICE ROOM",6.08,79,178,48,5,"T1748",NA,"G",NA,NA,"B","INSIDE","CASA DELLO SCHELETRO","DOMUS","I AD","EARLY EMPIRE","HERCULANEUM","SURVEY",444,"T1748",40,93,NA,"MARBLE","A",0,0,2,0,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"L1HT1751","T1751",1,"SQUARED",NA,7.5,7.5,"NO TRACE",1751,"DOORWAY","NO","CASA DELLO SCHELETRO","ATRIUM","STANDING","OPEN SPACES",54.04,"STORAGE CLOSET","STANDING","SERVICE ROOM",2.1,106,156,45,5,"T1751","L1751","G",45,NA,"B","INSIDE","CASA DELLO SCHELETRO","DOMUS","I AD","EARLY EMPIRE","HERCULANEUM","SURVEY",444,"T1751",47,126,4,"MARBLE","C",0,0,2,0,"NO","NO","L1751",134,45,14,"WOOD",NA,NA,NA,NA
"R1HT1751","T1751",1,"SQUARED",NA,7.5,7.5,"NO TRACE",1751,"DOORWAY","NO","CASA DELLO SCHELETRO","ATRIUM","STANDING","OPEN SPACES",54.04,"STORAGE CLOSET","STANDING","SERVICE ROOM",2.1,106,156,45,5,"T1751","L1751","G",45,NA,"B","INSIDE","CASA DELLO SCHELETRO","DOMUS","I AD","EARLY EMPIRE","HERCULANEUM","SURVEY",444,"T1751",47,126,4,"MARBLE","C",0,0,2,0,"NO","NO","L1751",134,45,14,"WOOD",NA,NA,NA,NA
"L1HT1754","T1754",1,"SQUARED",NA,10,8,"NO TRACE",1754,"DOORWAY","NO","CASA DELLO SCHELETRO","TRICLINIUM","STANDING","PUBLIC ROOM",32.86,"ANTICHAMBER","STANDING","PUBLIC ROOM",11.19,228,271,43,5,"T1754",NA,"G",NA,NA,"B","INSIDE","CASA DELLO SCHELETRO","DOMUS","I AD","EARLY EMPIRE","HERCULANEUM","SURVEY",444,"T1754",54,235,4,"MARBLE","A",13,0,5,0,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"L2HT1754","T1754",1.5,"ROUND",3,NA,NA,"NO TRACE",1754,"DOORWAY","NO","CASA DELLO SCHELETRO","TRICLINIUM","STANDING","PUBLIC ROOM",32.86,"ANTICHAMBER","STANDING","PUBLIC ROOM",11.19,228,271,43,5,"T1754",NA,"G",NA,NA,"B","INSIDE","CASA DELLO SCHELETRO","DOMUS","I AD","EARLY EMPIRE","HERCULANEUM","SURVEY",444,"T1754",54,235,4,"MARBLE","A",13,0,5,0,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"L3HT1754","T1754",1,"SQUARED",NA,10,10,"NO TRACE",1754,"DOORWAY","NO","CASA DELLO SCHELETRO","TRICLINIUM","STANDING","PUBLIC ROOM",32.86,"ANTICHAMBER","STANDING","PUBLIC ROOM",11.19,228,271,43,5,"T1754",NA,"G",NA,NA,"B","INSIDE","CASA DELLO SCHELETRO","DOMUS","I AD","EARLY EMPIRE","HERCULANEUM","SURVEY",444,"T1754",54,235,4,"MARBLE","A",13,0,5,0,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"R1HT1754","T1754",1,"SQUARED",NA,10,8,"NO TRACE",1754,"DOORWAY","NO","CASA DELLO SCHELETRO","TRICLINIUM","STANDING","PUBLIC ROOM",32.86,"ANTICHAMBER","STANDING","PUBLIC ROOM",11.19,228,271,43,5,"T1754",NA,"G",NA,NA,"B","INSIDE","CASA DELLO SCHELETRO","DOMUS","I AD","EARLY EMPIRE","HERCULANEUM","SURVEY",444,"T1754",54,235,4,"MARBLE","A",13,0,5,0,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"R2HT1754","T1754",1.5,"ROUND",3,NA,NA,"NO TRACE",1754,"DOORWAY","NO","CASA DELLO SCHELETRO","TRICLINIUM","STANDING","PUBLIC ROOM",32.86,"ANTICHAMBER","STANDING","PUBLIC ROOM",11.19,228,271,43,5,"T1754",NA,"G",NA,NA,"B","INSIDE","CASA DELLO SCHELETRO","DOMUS","I AD","EARLY EMPIRE","HERCULANEUM","SURVEY",444,"T1754",54,235,4,"MARBLE","A",13,0,5,0,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"L1HT1756","T1756",0.5,"ROUND",2.75,NA,NA,"NO TRACE",1756,"DOORWAY","NO","CASA DELLO SCHELETRO","ATRIUM","STANDING","OPEN SPACES",54.04,"STORAGE CLOSET","STANDING","SERVICE ROOM",3.39,114,190,NA,5,"T1756","L1756","G",NA,NA,"B","INSIDE","CASA DELLO SCHELETRO","DOMUS","I AD","EARLY EMPIRE","HERCULANEUM","SURVEY",444,"T1756",29,20,NA,"MARBLE","C",0,0,1,0,"NO","NO","L1756",133,NA,15,"WOOD",NA,NA,NA,NA
"L1HT1760","T1760",2,"ROUND",3.5,NA,NA,"NO TRACE",1760,"DOORWAY","NO","CASA DELLO SCHELETRO","ATRIUM","STANDING","OPEN SPACES",54.04,"CORRIDOR","PASSING","PUBLIC ROOM",4,121,189,31,5,"T1760","L1760","G",NA,NA,"B","INSIDE","CASA DELLO SCHELETRO","DOMUS","I AD","EARLY EMPIRE","HERCULANEUM","SURVEY",444,"T1760",32,120,NA,"LIMESTONE","C",0,0,2,0,"NO","NO","L1760",145,47,15,"WOOD",NA,NA,NA,NA
"R1HT1760","T1760",2,"ROUND",3.5,NA,NA,"IRON",1760,"DOORWAY","NO","CASA DELLO SCHELETRO","ATRIUM","STANDING","OPEN SPACES",54.04,"CORRIDOR","PASSING","PUBLIC ROOM",4,121,189,31,5,"T1760","L1760","G",NA,NA,"B","INSIDE","CASA DELLO SCHELETRO","DOMUS","I AD","EARLY EMPIRE","HERCULANEUM","SURVEY",444,"T1760",32,120,NA,"LIMESTONE","C",0,0,2,0,"NO","NO","L1760",145,47,15,"WOOD",NA,NA,NA,NA
"L1HT1762","T1762",1,"ROUND",3,NA,NA,"NO TRACE",1762,"DOORWAY","NO","CASA DELLO SCHELETRO","TRICLINIUM","STANDING","PUBLIC ROOM",27.84,"CORRIDOR","PASSING","PUBLIC ROOM",4,104,192,47,5,"T1762",NA,"G",NA,NA,"B","INSIDE","CASA DELLO SCHELETRO","DOMUS","I AD","EARLY EMPIRE","HERCULANEUM","SURVEY",444,"T1762",38,15,5,"MARBLE","C",0,0,1,0,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"L1HT1780","T1780",1,"SQUARED",NA,5,5,"NO TRACE",1780,"DOORWAY","NO","CASA DELLO SCHELETRO","CUBICULUM","STANDING","PRIVATE ROOM",10.75,"ANTICHAMBER","STANDING","PUBLIC ROOM",7.78,104,181,36,5,"T1780","L1780","G",NA,NA,"B","INSIDE","CASA DELLO SCHELETRO","DOMUS","I AD","EARLY EMPIRE","HERCULANEUM","SURVEY",444,"T1780",41,101,NA,"MARBLE AND MOSAIC","C",0,0,2,0,"NO","NO","L1780",130,36,13,"WOOD",NA,NA,NA,NA
"R1HT1780","T1780",1,"SQUARED",NA,8,6,"NO TRACE",1780,"DOORWAY","NO","CASA DELLO SCHELETRO","CUBICULUM","STANDING","PRIVATE ROOM",10.75,"ANTICHAMBER","STANDING","PUBLIC ROOM",7.78,104,181,36,5,"T1780","L1780","G",NA,NA,"B","INSIDE","CASA DELLO SCHELETRO","DOMUS","I AD","EARLY EMPIRE","HERCULANEUM","SURVEY",444,"T1780",41,101,NA,"MARBLE AND MOSAIC","C",0,0,2,0,"NO","NO","L1780",130,36,13,"WOOD",NA,NA,NA,NA
"L1HT1789","T1789",2,"SQUARED",NA,9,7.5,"NO TRACE",1789,"DOORWAY","NO","HOUSE 1","PERISTYLE","PASSING","OPEN SPACES",83.8,"RECEPTION ROOM","STANDING","PUBLIC ROOM",34.75,241,NA,46,3,"T1789",NA,"G",NA,NA,NA,"INSIDE","HOUSE 1","DOMUS","II-III AD","MIDDLE EMPIRE","AECLANUM","SURVEY",544,"T1789",65,217,NA,"OTHER STONE","C",0,0,2,0,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"R1HT1789","T1789",2,"SQUARED",NA,9,9,"NO TRACE",1789,"DOORWAY","NO","HOUSE 1","PERISTYLE","PASSING","OPEN SPACES",83.8,"RECEPTION ROOM","STANDING","PUBLIC ROOM",34.75,241,NA,46,3,"T1789",NA,"G",NA,NA,NA,"INSIDE","HOUSE 1","DOMUS","II-III AD","MIDDLE EMPIRE","AECLANUM","SURVEY",544,"T1789",65,217,NA,"OTHER STONE","C",0,0,2,0,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"L1HT1790","T1790",1,"SQUARED",NA,9,9,"NO TRACE",1790,"DOORWAY","NO","HOUSE 1","PERISTYLE","PASSING","OPEN SPACES",83.8,"UNKNOWN ROOM","STANDING","UNKNOWN ROOM",23.12,135,NA,45,3,"T1790",NA,"G",NA,NA,NA,"INSIDE","HOUSE 1","DOMUS","II-III AD","MIDDLE EMPIRE","AECLANUM","SURVEY",544,"T1790",50,158,NA,"OTHER STONE","C",0,0,3,0,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"R1HT1790","T1790",1,"SQUARED",NA,9,10,"NO TRACE",1790,"DOORWAY","NO","HOUSE 1","PERISTYLE","PASSING","OPEN SPACES",83.8,"UNKNOWN ROOM","STANDING","UNKNOWN ROOM",23.12,135,NA,45,3,"T1790",NA,"G",NA,NA,NA,"INSIDE","HOUSE 1","DOMUS","II-III AD","MIDDLE EMPIRE","AECLANUM","SURVEY",544,"T1790",50,158,NA,"OTHER STONE","C",0,0,3,0,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"R2HT1790","T1790",1.5,"SQUARED",NA,9,9.5,"NO TRACE",1790,"DOORWAY","NO","HOUSE 1","PERISTYLE","PASSING","OPEN SPACES",83.8,"UNKNOWN ROOM","STANDING","UNKNOWN ROOM",23.12,135,NA,45,3,"T1790",NA,"G",NA,NA,NA,"INSIDE","HOUSE 1","DOMUS","II-III AD","MIDDLE EMPIRE","AECLANUM","SURVEY",544,"T1790",50,158,NA,"OTHER STONE","C",0,0,3,0,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"L1HT1808","T1808",4.5,"ROUND",3.25,NA,NA,"NO TRACE",1808,"DOORWAY","NO","HOUSE 1","PERISTYLE","PASSING","OPEN SPACES",83.8,"ANTICHAMBER","STANDING","PUBLIC ROOM",9.31,134,NA,44,3,"T1808",NA,"G",NA,NA,NA,"INSIDE","HOUSE 1","DOMUS","II-III AD","MIDDLE EMPIRE","AECLANUM","SURVEY",544,"T1808",60,198,NA,"OTHER STONE","A",36,3,4,2,"YES","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"L2HT1808","T1808",1,"ROUND",3.5,NA,NA,"NO TRACE",1808,"DOORWAY","NO","HOUSE 1","PERISTYLE","PASSING","OPEN SPACES",83.8,"ANTICHAMBER","STANDING","PUBLIC ROOM",9.31,134,NA,44,3,"T1808",NA,"G",NA,NA,NA,"INSIDE","HOUSE 1","DOMUS","II-III AD","MIDDLE EMPIRE","AECLANUM","SURVEY",544,"T1808",60,198,NA,"OTHER STONE","A",36,3,4,2,"YES","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"L3HT1808","T1808",2.5,"ROUND",3.25,NA,NA,"NO TRACE",1808,"DOORWAY","NO","HOUSE 1","PERISTYLE","PASSING","OPEN SPACES",83.8,"ANTICHAMBER","STANDING","PUBLIC ROOM",9.31,134,NA,44,3,"T1808",NA,"G",NA,NA,NA,"INSIDE","HOUSE 1","DOMUS","II-III AD","MIDDLE EMPIRE","AECLANUM","SURVEY",544,"T1808",60,198,NA,"OTHER STONE","A",36,3,4,2,"YES","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"R1HT1808","T1808",4,"ROUND",3.25,NA,NA,"NO TRACE",1808,"DOORWAY","NO","HOUSE 1","PERISTYLE","PASSING","OPEN SPACES",83.8,"ANTICHAMBER","STANDING","PUBLIC ROOM",9.31,134,NA,44,3,"T1808",NA,"G",NA,NA,NA,"INSIDE","HOUSE 1","DOMUS","II-III AD","MIDDLE EMPIRE","AECLANUM","SURVEY",544,"T1808",60,198,NA,"OTHER STONE","A",36,3,4,2,"YES","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"L1HT1811","T1811",2,"ROUND",3,NA,NA,"NO TRACE",1811,"DOORWAY","NO","BATH HOUSE HOTEL","SERVICE ROOM","STANDING","SERVICE ROOM",23.81,"SERVICE ROOM","STANDING","SERVICE ROOM",22.48,101,NA,58,3,"T1811",NA,"G",NA,NA,NA,"OUTSIDE","BATH HOUSE HOTEL","HOTEL","II-III AD","MIDDLE EMPIRE","AECLANUM","SURVEY",444,"T1811",64,96,NA,"LIMESTONE","C",0,0,3,0,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"R1HT1811","T1811",2,"ROUND",3,NA,NA,"NO TRACE",1811,"DOORWAY","NO","BATH HOUSE HOTEL","SERVICE ROOM","STANDING","SERVICE ROOM",23.81,"SERVICE ROOM","STANDING","SERVICE ROOM",22.48,101,NA,58,3,"T1811",NA,"G",NA,NA,NA,"OUTSIDE","BATH HOUSE HOTEL","HOTEL","II-III AD","MIDDLE EMPIRE","AECLANUM","SURVEY",444,"T1811",64,96,NA,"LIMESTONE","C",0,0,3,0,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"R2HT1811","T1811",2,"ROUND",2.5,NA,NA,"NO TRACE",1811,"DOORWAY","NO","BATH HOUSE HOTEL","SERVICE ROOM","STANDING","SERVICE ROOM",23.81,"SERVICE ROOM","STANDING","SERVICE ROOM",22.48,101,NA,58,3,"T1811",NA,"G",NA,NA,NA,"OUTSIDE","BATH HOUSE HOTEL","HOTEL","II-III AD","MIDDLE EMPIRE","AECLANUM","SURVEY",444,"T1811",64,96,NA,"LIMESTONE","C",0,0,3,0,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"L1HT1812","T1812",2,"ROUND",3.25,NA,NA,"NO TRACE",1812,"DOORWAY","NO","BATH HOUSE HOTEL","SERVICE ROOM","STANDING","SERVICE ROOM",22.48,"CUBICULUM","STANDING","PRIVATE ROOM",17.9,118,NA,88,3,"T1812",NA,"G",NA,NA,NA,"OUTSIDE","BATH HOUSE HOTEL","HOTEL","II-III AD","MIDDLE EMPIRE","AECLANUM","SURVEY",444,"T1812",73,140,NA,"LIMESTONE","C",0,0,2,0,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"R1HT1812","T1812",2,"ROUND",3.25,NA,NA,"NO TRACE",1812,"DOORWAY","NO","BATH HOUSE HOTEL","SERVICE ROOM","STANDING","SERVICE ROOM",22.48,"CUBICULUM","STANDING","PRIVATE ROOM",17.9,118,NA,88,3,"T1812",NA,"G",NA,NA,NA,"OUTSIDE","BATH HOUSE HOTEL","HOTEL","II-III AD","MIDDLE EMPIRE","AECLANUM","SURVEY",444,"T1812",73,140,NA,"LIMESTONE","C",0,0,2,0,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"L1HT1813","T1813",3,"ROUND",2.75,NA,NA,"NO TRACE",1813,"DOORWAY","NO","BATH HOUSE HOTEL","CORRIDOR","PASSING","PUBLIC ROOM",29.32,"SERVICE ROOM","STANDING","SERVICE ROOM",22.48,121,NA,111,3,"T1813",NA,"G",NA,NA,NA,"OUTSIDE","BATH HOUSE HOTEL","HOTEL","II-III AD","MIDDLE EMPIRE","AECLANUM","SURVEY",444,"T1813",93,121,NA,"LIMESTONE","C",0,0,5,0,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"L2HT1813","T1813",2,"ROUND",2.75,NA,NA,"NO TRACE",1813,"DOORWAY","NO","BATH HOUSE HOTEL","CORRIDOR","PASSING","PUBLIC ROOM",29.32,"SERVICE ROOM","STANDING","SERVICE ROOM",22.48,121,NA,111,3,"T1813",NA,"G",NA,NA,NA,"OUTSIDE","BATH HOUSE HOTEL","HOTEL","II-III AD","MIDDLE EMPIRE","AECLANUM","SURVEY",444,"T1813",93,121,NA,"LIMESTONE","C",0,0,5,0,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"L3HT1813","T1813",3,"ROUND",2.75,NA,NA,"NO TRACE",1813,"DOORWAY","NO","BATH HOUSE HOTEL","CORRIDOR","PASSING","PUBLIC ROOM",29.32,"SERVICE ROOM","STANDING","SERVICE ROOM",22.48,121,NA,111,3,"T1813",NA,"G",NA,NA,NA,"OUTSIDE","BATH HOUSE HOTEL","HOTEL","II-III AD","MIDDLE EMPIRE","AECLANUM","SURVEY",444,"T1813",93,121,NA,"LIMESTONE","C",0,0,5,0,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"R1HT1813","T1813",1.5,"ROUND",2,NA,NA,"NO TRACE",1813,"DOORWAY","NO","BATH HOUSE HOTEL","CORRIDOR","PASSING","PUBLIC ROOM",29.32,"SERVICE ROOM","STANDING","SERVICE ROOM",22.48,121,NA,111,3,"T1813",NA,"G",NA,NA,NA,"OUTSIDE","BATH HOUSE HOTEL","HOTEL","II-III AD","MIDDLE EMPIRE","AECLANUM","SURVEY",444,"T1813",93,121,NA,"LIMESTONE","C",0,0,5,0,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"R2HT1813","T1813",1,"ROUND",2,NA,NA,"NO TRACE",1813,"DOORWAY","NO","BATH HOUSE HOTEL","CORRIDOR","PASSING","PUBLIC ROOM",29.32,"SERVICE ROOM","STANDING","SERVICE ROOM",22.48,121,NA,111,3,"T1813",NA,"G",NA,NA,NA,"OUTSIDE","BATH HOUSE HOTEL","HOTEL","II-III AD","MIDDLE EMPIRE","AECLANUM","SURVEY",444,"T1813",93,121,NA,"LIMESTONE","C",0,0,5,0,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"L1HT1815","T1815",2,"ROUND",3.75,NA,NA,"NO TRACE",1815,"DOORWAY","NO","BATH HOUSE HOTEL","COURT","STANDING","OPEN SPACES",35.93,"CORRIDOR","PASSING","PUBLIC ROOM",29.32,142,237,81,5,"T1815",NA,"G",NA,"YES","G","OUTSIDE","BATH HOUSE HOTEL","HOTEL","II-III AD","MIDDLE EMPIRE","AECLANUM","SURVEY",444,"T1815",88,142,NA,"LIMESTONE","C",0,0,2,0,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"R1HT1815","T1815",2,"ROUND",4,NA,NA,"NO TRACE",1815,"DOORWAY","NO","BATH HOUSE HOTEL","COURT","STANDING","OPEN SPACES",35.93,"CORRIDOR","PASSING","PUBLIC ROOM",29.32,142,237,81,5,"T1815",NA,"G",NA,"YES","G","OUTSIDE","BATH HOUSE HOTEL","HOTEL","II-III AD","MIDDLE EMPIRE","AECLANUM","SURVEY",444,"T1815",88,142,NA,"LIMESTONE","C",0,0,2,0,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"L1HT1816","T1816",2,"ROUND",3,NA,NA,"NO TRACE",1816,"DOORWAY","NO","BATH HOUSE HOTEL","COURT","STANDING","OPEN SPACES",35.93,"CUBICULUM","STANDING","PRIVATE ROOM",18.4,116,NA,58,3,"T1816",NA,"G",NA,NA,NA,"OUTSIDE","BATH HOUSE HOTEL","HOTEL","II-III AD","MIDDLE EMPIRE","AECLANUM","SURVEY",444,"T1816",56,120,NA,"LIMESTONE","C",0,0,4,0,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"L2HT1816","T1816",3,"ROUND",3,NA,NA,"NO TRACE",1816,"DOORWAY","NO","BATH HOUSE HOTEL","COURT","STANDING","OPEN SPACES",35.93,"CUBICULUM","STANDING","PRIVATE ROOM",18.4,116,NA,58,3,"T1816",NA,"G",NA,NA,NA,"OUTSIDE","BATH HOUSE HOTEL","HOTEL","II-III AD","MIDDLE EMPIRE","AECLANUM","SURVEY",444,"T1816",56,120,NA,"LIMESTONE","C",0,0,4,0,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"R1HT1816","T1816",2,"ROUND",3,NA,NA,"NO TRACE",1816,"DOORWAY","NO","BATH HOUSE HOTEL","COURT","STANDING","OPEN SPACES",35.93,"CUBICULUM","STANDING","PRIVATE ROOM",18.4,116,NA,58,3,"T1816",NA,"G",NA,NA,NA,"OUTSIDE","BATH HOUSE HOTEL","HOTEL","II-III AD","MIDDLE EMPIRE","AECLANUM","SURVEY",444,"T1816",56,120,NA,"LIMESTONE","C",0,0,4,0,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"R2HT1816","T1816",3,"ROUND",3,NA,NA,"NO TRACE",1816,"DOORWAY","NO","BATH HOUSE HOTEL","COURT","STANDING","OPEN SPACES",35.93,"CUBICULUM","STANDING","PRIVATE ROOM",18.4,116,NA,58,3,"T1816",NA,"G",NA,NA,NA,"OUTSIDE","BATH HOUSE HOTEL","HOTEL","II-III AD","MIDDLE EMPIRE","AECLANUM","SURVEY",444,"T1816",56,120,NA,"LIMESTONE","C",0,0,4,0,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"L1HT1817","T1817",1.5,"ROUND",3.5,NA,NA,"NO TRACE",1817,"DOORWAY","NO","BATH HOUSE HOTEL","COURT","STANDING","OPEN SPACES",35.93,"CUBICULUM","STANDING","PRIVATE ROOM",20.58,118,202,88,5,"T1817",NA,"G",NA,NA,"G","OUTSIDE","BATH HOUSE HOTEL","HOTEL","II-III AD","MIDDLE EMPIRE","AECLANUM","SURVEY",444,"T1817",98,118,NA,"LIMESTONE","C",0,0,1,0,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"L1HT1819","T1819",2.5,"ROUND",2.75,NA,NA,"NO TRACE",1819,"WINDOW","NO","BATH HOUSE HOTEL","CORRIDOR","PASSING","PUBLIC ROOM",29.32,"SERVICE ROOM","STANDING","SERVICE ROOM",8.31,83,93,73,5,"T1819",NA,"G",120,NA,"E","OUTSIDE","BATH HOUSE HOTEL","HOTEL","II-III AD","MIDDLE EMPIRE","AECLANUM","SURVEY",444,"T1819",84,93,28,"LIMESTONE","C",0,0,2,0,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"R1HT1819","T1819",2.5,"ROUND",2.75,NA,NA,"NO TRACE",1819,"WINDOW","NO","BATH HOUSE HOTEL","CORRIDOR","PASSING","PUBLIC ROOM",29.32,"SERVICE ROOM","STANDING","SERVICE ROOM",8.31,83,93,73,5,"T1819",NA,"G",120,NA,"E","OUTSIDE","BATH HOUSE HOTEL","HOTEL","II-III AD","MIDDLE EMPIRE","AECLANUM","SURVEY",444,"T1819",84,93,28,"LIMESTONE","C",0,0,2,0,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"L1HT1820","T1820",2.5,"ROUND",3,NA,NA,"NO TRACE",1820,"WINDOW","NO","BATH HOUSE HOTEL","GARDEN","STANDING","OPEN SPACES",125,"SERVICE ROOM","STANDING","SERVICE ROOM",8.31,121,93,101,5,"T1820",NA,"G",120,NA,"E","OUTSIDE","BATH HOUSE HOTEL","HOTEL","II-III AD","MIDDLE EMPIRE","AECLANUM","SURVEY",444,"T1820",90,93,28,"LIMESTONE","C",0,0,2,0,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"R1HT1820","T1820",2.5,"ROUND",3,NA,NA,"NO TRACE",1820,"WINDOW","NO","BATH HOUSE HOTEL","GARDEN","STANDING","OPEN SPACES",125,"SERVICE ROOM","STANDING","SERVICE ROOM",8.31,121,93,101,5,"T1820",NA,"G",120,NA,"E","OUTSIDE","BATH HOUSE HOTEL","HOTEL","II-III AD","MIDDLE EMPIRE","AECLANUM","SURVEY",444,"T1820",90,93,28,"LIMESTONE","C",0,0,2,0,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"L1HT1822","T1822",1,"ROUND",2.5,NA,NA,"NO TRACE",1822,"DOORWAY","NO","DOMUS DI DIONISO 2","RECEPTION ROOM","STANDING","PUBLIC ROOM",23.63,"CUBICULUM","STANDING","PRIVATE ROOM",6.24,140,NA,35,2,"T1822",NA,"G",NA,NA,NA,"INSIDE","DOMUS DI DIONISO 2","DOMUS","III AD","MIDDLE EMPIRE","BRESCIA","SURVEY",354,"T1822",40,144,NA,"OTHER STONE","D",5,0,7,2,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"L2HT1822","T1822",0.5,"ROUND",2.5,NA,NA,"NO TRACE",1822,"DOORWAY","NO","DOMUS DI DIONISO 2","RECEPTION ROOM","STANDING","PUBLIC ROOM",23.63,"CUBICULUM","STANDING","PRIVATE ROOM",6.24,140,NA,35,2,"T1822",NA,"G",NA,NA,NA,"INSIDE","DOMUS DI DIONISO 2","DOMUS","III AD","MIDDLE EMPIRE","BRESCIA","SURVEY",354,"T1822",40,144,NA,"OTHER STONE","D",5,0,7,2,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
