OpeningId,Type,PeculiarType,HouseId,BiggerAreaRoom,PassingStandingBiggerRoom,BiggerAreaRoomType,Facing,Bigger Area RoomM2,SmallerAreaRoom,PassingStandingSmallerRoom,SmallerAreaRoomType,SmallerAreaRoomM2,Width,Height,Length,LevelOfPreservation,IdThresholdSill,IdLintel,Floor,DistancefromGround,FrameTrace,LintelType,HouseType,Date,Period,Town,DataMethod,TotalSquareMeter,IdThresholdSill:1,ThresholdSillLength,ThresholdSillWidth,ThresholdSillThickness,ThresholdSillMaterial,ThresholdSillType,ThresholdSillDoorstopWidth,ThresholdSillTenonHoleNumber,ThresholdSillHingeHoleNumber,ThresholdSillBoltHoleNumber,ThresholdSillShutterErosion,ThresholdSillFoldingDoorChannel
1693,DOORWAY,NO,CASA DEL BEL CORTILE,CUBICULUM,STANDING,PRIVATE ROOM,INSIDE,,CORRIDOR,PASSING,PUBLIC ROOM,,113,172,39,4,,L1693,1,,,B,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,228,,,,,,,,,,,,
1694,WINDOW,NO,CASA DEL BEL CORTILE,CUBICULUM,STANDING,PRIVATE ROOM,INSIDE,,CORRIDOR,PASSING,PUBLIC ROOM,,50,63,40,4,,L1694,1,,,B,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,228,,,,,,,,,,,,
1695,DOORWAY,NO,CASA DEL BEL CORTILE,TERRACE,STANDING,OPEN SPACES,OUTSIDE,,CORRIDOR,PASSING,PUBLIC ROOM,,108,205,,4,,L1695,1,,,B,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,228,,,,,,,,,,,,
1696,DOORWAY,NO,CASA DEL COLONNATO TUSCANICO,STREET,PASSING,OPEN SPACES,OUTSIDE,,ENTRANCE,PASSING,PUBLIC ROOM,5.44,160,288,,5,,,G,,YES,B,DOMUS,I BC-I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,504,,,,,,,,,,,,
1697,DOORWAY,NO,CASA DEL COLONNATO TUSCANICO,STREET,PASSING,OPEN SPACES,OUTSIDE,,TABERNA,STANDING,PUBLIC ROOM,8.3,248,,39,2,,,G,,,,DOMUS,I BC-I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,504,,,,,,,,,,,,
1698,DOORWAY,NO,CASA DEL COLONNATO TUSCANICO,ATRIUM,STANDING,OPEN SPACES,INSIDE,70.46,TABERNA,STANDING,PUBLIC ROOM,8.3,86,277,39,4,,,G,,YES,B,DOMUS,I BC-I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,504,,,,,,,,,,,,
1699,DOORWAY,NO,CASA DEL COLONNATO TUSCANICO,ATRIUM,STANDING,OPEN SPACES,INSIDE,70.46,ENTRANCE,PASSING,PUBLIC ROOM,5.44,153,288,40,5,T1699,,G,,,B,DOMUS,I BC-I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,504,T1699,40,153,,OTHER STONE,C,0,0,0,0,NO,NO
1700,DOORWAY,NO,CASA DEL COLONNATO TUSCANICO,STREET,PASSING,OPEN SPACES,OUTSIDE,,TABERNA,STANDING,PUBLIC ROOM,7.53,208,,39,2,,,G,,,,DOMUS,I BC-I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,504,,,,,,,,,,,,
1701,DOORWAY,NO,CASA DEL COLONNATO TUSCANICO,ATRIUM,STANDING,OPEN SPACES,INSIDE,70.46,TABERNA,STANDING,PUBLIC ROOM,7.53,110,292,41,5,T1701,,G,,,B,DOMUS,I BC-I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,504,T1701,41,110,,BRICK,C,0,0,0,0,NO,NO
1702,DOORWAY,NO,CASA DEL COLONNATO TUSCANICO,ATRIUM,STANDING,OPEN SPACES,INSIDE,70.46,OECUS,STANDING,PUBLIC ROOM,20.27,243,236,49,5,T1702,,G,,YES,B,DOMUS,I BC-I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,504,T1702,65,260,,MARBLE AND MOSAIC,C,0,0,3,0,NO,NO
1703,DOORWAY,NO,CASA DEL COLONNATO TUSCANICO,ATRIUM,STANDING,OPEN SPACES,INSIDE,70.46,CORRIDOR,PASSING,PUBLIC ROOM,5,128,254,,5,,L1703,G,,,B,DOMUS,I BC-I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,504,,,,,,,,,,,,
1704,WINDOW,NO,CASA DEL COLONNATO TUSCANICO,ATRIUM,STANDING,OPEN SPACES,INSIDE,70.46,CORRIDOR,PASSING,PUBLIC ROOM,5,128,127,,4,,,G,286,,B,DOMUS,I BC-I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,504,,,,,,,,,,,,
1705,DOORWAY,NO,CASA DEL COLONNATO TUSCANICO,ATRIUM,STANDING,OPEN SPACES,INSIDE,70.46,TABLINIUM,STANDING,PUBLIC ROOM,18.01,470,416,52,5,T1705,,G,,YES,B,DOMUS,I BC-I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,504,T1705,47,437,,MOSAIC,C,0,0,0,0,NO,NO
1706,WINDOW,NO,CASA DEL COLONNATO TUSCANICO,TABLINIUM,STANDING,PUBLIC ROOM,INSIDE,18.01,STAIRWAY,PASSING,SERVICE ROOM,5.84,98,205,42,4,,,G,76,,A,DOMUS,I BC-I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,504,,,,,,,,,,,,
1707,WINDOW,NO,CASA DEL COLONNATO TUSCANICO,TABLINIUM,STANDING,PUBLIC ROOM,INSIDE,18.01,STAIRWAY,PASSING,SERVICE ROOM,5.84,97,101,42,4,,L1707,G,185,,A,DOMUS,I BC-I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,504,,,,,,,,,,,,
1708,DOORWAY,NO,CASA DEL COLONNATO TUSCANICO,ANTICHAMBER,STANDING,PUBLIC ROOM,INSIDE,13.73,CORRIDOR,PASSING,PUBLIC ROOM,5,102,145,41,4,,,1,,,B,DOMUS,I BC-I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,504,,,,,,,,,,,,
1709,DOORWAY,NO,CASA DEL COLONNATO TUSCANICO,ANTICHAMBER,STANDING,PUBLIC ROOM,INSIDE,13.73,STAIRWAY,PASSING,SERVICE ROOM,5.84,145,,56,2,T1709,,G,,,,DOMUS,I BC-I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,504,T1709,53,147,,BRICK,C,0,0,0,0,NO,NO
1710,DOORWAY,NO,CASA DEL COLONNATO TUSCANICO,TRICLINIUM,STANDING,PUBLIC ROOM,INSIDE,18.01,ANTICHAMBER,STANDING,PUBLIC ROOM,13.73,141,210,45,4,,,G,,,B,DOMUS,I BC-I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,504,,,,,,,,,,,,
1711,DOORWAY,NO,CASA DEL COLONNATO TUSCANICO,ANTICHAMBER,STANDING,PUBLIC ROOM,INSIDE,13.73,CUBICULUM,STANDING,PRIVATE ROOM,9.13,108,204,44,5,T1711,,G,,,B,DOMUS,I BC-I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,504,T1711,75,118,15,MARBLE AND MOSAIC,C,0,0,2,0,NO,NO
1712,DOORWAY,NO,CASA DEL COLONNATO TUSCANICO,CUBICULUM,STANDING,PRIVATE ROOM,INSIDE,9.13,STORAGE CLOSET,STANDING,SERVICE ROOM,1.92,120,166,45,4,,,G,,,B,DOMUS,I BC-I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,504,,,,,,,,,,,,
1713,DOORWAY,NO,CASA DEL COLONNATO TUSCANICO,PERISTYLE,PASSING,OPEN SPACES,INSIDE,140.85,ANTICHAMBER,STANDING,PUBLIC ROOM,13.73,84,145,41,4,,,1,,,B,DOMUS,I BC-I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,504,,,,,,,,,,,,
1714,DOORWAY,NO,CASA DEL COLONNATO TUSCANICO,PERISTYLE,PASSING,OPEN SPACES,INSIDE,140.85,TRICLINIUM,STANDING,PUBLIC ROOM,18.01,283,262,48,5,T1714,L1714,G,,YES,B,DOMUS,I BC-I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,504,T1714,54,307,7,MARBLE,C,0,0,4,0,NO,NO
1715,DOORWAY,NO,CASA DEL COLONNATO TUSCANICO,PERISTYLE,PASSING,OPEN SPACES,INSIDE,140.85,CUBICULUM,STANDING,PRIVATE ROOM,11.74,208,204,35,4,,L1715,G,,YES,B,DOMUS,I BC-I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,504,,,,,,,,,,,,
1716,DOORWAY,NO,CASA DEL COLONNATO TUSCANICO,PERISTYLE,PASSING,OPEN SPACES,INSIDE,140.85,CUBICULUM,STANDING,PRIVATE ROOM,8.21,190,229,31,5,T1716,L1716,G,,,B,DOMUS,I BC-I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,504,T1716,49,204,3,MARBLE AND MOSAIC,C,0,0,2,0,NO,NO
1717,DOORWAY,NO,CASA DEL COLONNATO TUSCANICO,PERISTYLE,PASSING,OPEN SPACES,INSIDE,140.85,ENTRANCE,PASSING,PUBLIC ROOM,12.06,129,208,50,4,,,G,,,B,DOMUS,I BC-I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,504,,,,,,,,,,,,
1718,DOORWAY,NO,CASA DEL COLONNATO TUSCANICO,PERISTYLE,PASSING,OPEN SPACES,INSIDE,140.85,CUBICULUM,STANDING,PRIVATE ROOM,9.49,105,212,50,5,T1718,,G,,,B,DOMUS,I BC-I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,504,T1718,35,84,4,MARBLE,C,0,0,1,0,NO,NO
1719,DOORWAY,NO,CASA DEL COLONNATO TUSCANICO,PERISTYLE,PASSING,OPEN SPACES,INSIDE,140.85,STORAGE CLOSET,STANDING,SERVICE ROOM,3.51,86,173,27,4,,L1719,G,,,B,DOMUS,I BC-I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,504,,,,,,,,,,,,
1720,WINDOW,NO,CASA DEL COLONNATO TUSCANICO,PERISTYLE,PASSING,OPEN SPACES,INSIDE,140.85,STORAGE CLOSET,STANDING,SERVICE ROOM,3.51,86,57,27,4,,L1720,G,198,,B,DOMUS,I BC-I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,504,,,,,,,,,,,,
1721,DOORWAY,NO,CASA DEL COLONNATO TUSCANICO,KITCHEN,STANDING,SERVICE ROOM,INSIDE,13.83,ENTRANCE,PASSING,PUBLIC ROOM,12.06,110,206,39,4,,L1721,G,,,B,DOMUS,I BC-I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,504,,,,,,,,,,,,
1722,DOORWAY,NO,CASA DEL COLONNATO TUSCANICO,STREET,PASSING,OPEN SPACES,OUTSIDE,,ENTRANCE,PASSING,PUBLIC ROOM,12.06,141,242,39,4,,L1722,G,,YES,B,DOMUS,I BC-I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,504,,,,,,,,,,,,
1723,WINDOW,NO,CASA DEL COLONNATO TUSCANICO,STREET,PASSING,OPEN SPACES,OUTSIDE,,KITCHEN,STANDING,SERVICE ROOM,13.83,84,84,39,4,,L1723,G,120,,B,DOMUS,I BC-I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,504,,,,,,,,,,,,
1724,DOORWAY,NO,CASA DEL COLONNATO TUSCANICO,ENTRANCE,PASSING,PUBLIC ROOM,INSIDE,12.06,STORAGE CLOSET,STANDING,SERVICE ROOM,5.11,85,225,24,4,,L1724,G,,,B,DOMUS,I BC-I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,504,,,,,,,,,,,,
1725,DOORWAY,NO,CASA DEL COLONNATO TUSCANICO,ENTRANCE,PASSING,PUBLIC ROOM,INSIDE,12.06,SERVICE ROOM,STANDING,SERVICE ROOM,7.64,90,182,30,4,,L1725,G,,,B,DOMUS,I BC-I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,504,,,,,,,,,,,,
1726,WINDOW,NO,CASA DEL COLONNATO TUSCANICO,STREET,PASSING,OPEN SPACES,OUTSIDE,,SERVICE ROOM,STANDING,SERVICE ROOM,7.64,86,79,39,4,,L1726,G,143,,B,DOMUS,I BC-I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,504,,,,,,,,,,,,
1727,WINDOW,NO,CASA DEL COLONNATO TUSCANICO,SERVICE ROOM,STANDING,SERVICE ROOM,INSIDE,7.64,STORAGE CLOSET,STANDING,SERVICE ROOM,5.11,139,,40,2,,,G,107,,,DOMUS,I BC-I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,504,,,,,,,,,,,,
1728,DOORWAY,NO,CASA DEL COLONNATO TUSCANICO,PERISTYLE,PASSING,OPEN SPACES,INSIDE,140.85,GARDEN,STANDING,OPEN SPACES,51.07,154,,40,2,,,G,,,,DOMUS,I BC-I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,504,,,,,,,,,,,,
1729,DOORWAY,NO,CASA DEL COLONNATO TUSCANICO,PERISTYLE,PASSING,OPEN SPACES,INSIDE,140.85,GARDEN,STANDING,OPEN SPACES,51.07,305,,40,2,,,G,,,,DOMUS,I BC-I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,504,,,,,,,,,,,,
1730,DOORWAY,NO,CASA DEL COLONNATO TUSCANICO,PERISTYLE,PASSING,OPEN SPACES,INSIDE,140.85,GARDEN,STANDING,OPEN SPACES,51.07,150,,40,2,,,G,,,,DOMUS,I BC-I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,504,,,,,,,,,,,,
1731,DOORWAY,NO,CASA DEL COLONNATO TUSCANICO,PERISTYLE,PASSING,OPEN SPACES,INSIDE,140.85,GARDEN,STANDING,OPEN SPACES,51.07,150,,40,2,,,G,,,,DOMUS,I BC-I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,504,,,,,,,,,,,,
1732,DOORWAY,NO,CASA DEL COLONNATO TUSCANICO,PERISTYLE,PASSING,OPEN SPACES,INSIDE,140.85,GARDEN,STANDING,OPEN SPACES,51.07,148,,40,2,,,G,,,,DOMUS,I BC-I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,504,,,,,,,,,,,,
1733,DOORWAY,NO,CASA DEL COLONNATO TUSCANICO,PERISTYLE,PASSING,OPEN SPACES,INSIDE,140.85,GARDEN,STANDING,OPEN SPACES,51.07,162,,40,2,,,G,,,,DOMUS,I BC-I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,504,,,,,,,,,,,,
1734,DOORWAY,NO,CASA DEL COLONNATO TUSCANICO,PERISTYLE,PASSING,OPEN SPACES,INSIDE,140.85,GARDEN,STANDING,OPEN SPACES,51.07,132,,40,2,,,G,,,,DOMUS,I BC-I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,504,,,,,,,,,,,,
1735,DOORWAY,NO,CASA DEL COLONNATO TUSCANICO,PERISTYLE,PASSING,OPEN SPACES,INSIDE,140.85,GARDEN,STANDING,OPEN SPACES,51.07,170,,40,2,,,G,,,,DOMUS,I BC-I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,504,,,,,,,,,,,,
1736,DOORWAY,NO,CASA DEL COLONNATO TUSCANICO,PERISTYLE,PASSING,OPEN SPACES,INSIDE,140.85,GARDEN,STANDING,OPEN SPACES,51.07,161,,40,2,,,G,,,,DOMUS,I BC-I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,504,,,,,,,,,,,,
1737,DOORWAY,NO,CASA DEL COLONNATO TUSCANICO,PERISTYLE,PASSING,OPEN SPACES,INSIDE,140.85,GARDEN,STANDING,OPEN SPACES,51.07,159,,40,2,,,G,,,,DOMUS,I BC-I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,504,,,,,,,,,,,,
1738,DOORWAY,NO,CASA DEL COLONNATO TUSCANICO,PERISTYLE,PASSING,OPEN SPACES,INSIDE,140.85,GARDEN,STANDING,OPEN SPACES,51.07,160,,40,2,,,G,,,,DOMUS,I BC-I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,504,,,,,,,,,,,,
1739,DOORWAY,NO,CASA DEL COLONNATO TUSCANICO,PERISTYLE,PASSING,OPEN SPACES,INSIDE,140.85,GARDEN,STANDING,OPEN SPACES,51.07,155,,40,2,,,G,,,,DOMUS,I BC-I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,504,,,,,,,,,,,,
1740,DOORWAY,NO,CASA DEL COLONNATO TUSCANICO,PERISTYLE,PASSING,OPEN SPACES,INSIDE,140.85,GARDEN,STANDING,OPEN SPACES,51.07,154,,40,2,,,G,,,,DOMUS,I BC-I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,504,,,,,,,,,,,,
1741,DOORWAY,NO,CASA DEL COLONNATO TUSCANICO,PERISTYLE,PASSING,OPEN SPACES,INSIDE,140.85,GARDEN,STANDING,OPEN SPACES,51.07,155,,40,2,,,G,,,,DOMUS,I BC-I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,504,,,,,,,,,,,,
1742,DOORWAY,NO,CASA DEL COLONNATO TUSCANICO,PERISTYLE,PASSING,OPEN SPACES,INSIDE,140.85,GARDEN,STANDING,OPEN SPACES,51.07,160,,40,2,,,G,,,,DOMUS,I BC-I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,504,,,,,,,,,,,,
1743,DOORWAY,NO,CASA DEL COLONNATO TUSCANICO,ANTICHAMBER,STANDING,PUBLIC ROOM,INSIDE,13.73,CORRIDOR,PASSING,PUBLIC ROOM,5,121,260,41,4,,,G,,,B,DOMUS,I BC-I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,504,,,,,,,,,,,,
1744,DOORWAY,NO,CASA DEL COLONNATO TUSCANICO,PERISTYLE,PASSING,OPEN SPACES,INSIDE,140.85,ANTICHAMBER,STANDING,PUBLIC ROOM,13.73,300,275,,4,,,G,,,B,DOMUS,I BC-I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,504,,,,,,,,,,,,
1745,DOORWAY,NO,CASA DEL COLONNATO TUSCANICO,CORRIDOR,PASSING,PUBLIC ROOM,INSIDE,140.85,TRICLINIUM,STANDING,PUBLIC ROOM,18.01,98,102,45,4,,,1,125,,B,DOMUS,I BC-I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,504,,,,,,,,,,,,
1746,DOORWAY,NO,CASA DELLO SCHELETRO,STREET,PASSING,OPEN SPACES,OUTSIDE,,ENTRANCE,PASSING,PUBLIC ROOM,7.15,156,266,49,5,T1746,L1746,G,,,B,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,444,T1746,52,159,14,LIMESTONE,A,19,0,1,7,NO,NO
1747,DOORWAY,NO,CASA DELLO SCHELETRO,ATRIUM,STANDING,OPEN SPACES,INSIDE,54.04,ENTRANCE,PASSING,PUBLIC ROOM,7.15,144,234,,4,,L1747,G,,,B,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,444,,,,,,,,,,,,
1748,DOORWAY,NO,CASA DELLO SCHELETRO,ENTRANCE,PASSING,PUBLIC ROOM,INSIDE,7.15,SERVICE ROOM,STANDING,SERVICE ROOM,6.08,79,178,48,5,T1748,,G,,,B,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,444,T1748,40,93,,MARBLE,A,0,0,2,0,NO,NO
1749,WINDOW,WOLF MOUTH WINDOW,CASA DELLO SCHELETRO,STREET,PASSING,OPEN SPACES,OUTSIDE,,SERVICE ROOM,STANDING,SERVICE ROOM,6.08,84,,49,2,,,G,257,,,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,444,,,,,,,,,,,,
1750,WINDOW,NO,CASA DELLO SCHELETRO,SERVICE ROOM,STANDING,SERVICE ROOM,INSIDE,6.08,STORAGE CLOSET,STANDING,SERVICE ROOM,2.1,37,35,29,4,,,G,198,,A,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,444,,,,,,,,,,,,
1751,DOORWAY,NO,CASA DELLO SCHELETRO,ATRIUM,STANDING,OPEN SPACES,INSIDE,54.04,STORAGE CLOSET,STANDING,SERVICE ROOM,2.1,106,156,45,5,T1751,L1751,G,45,,B,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,444,T1751,47,126,4,MARBLE,C,0,0,2,0,NO,NO
1752,DOORWAY,NO,CASA DELLO SCHELETRO,ATRIUM,STANDING,OPEN SPACES,INSIDE,54.04,TRICLINIUM,STANDING,PUBLIC ROOM,32.86,104,165,53,5,T1752,,G,,,B,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,444,T1752,25,105,,OPUS SECTILE,C,0,0,0,0,NO,NO
1753,DOORWAY,NO,CASA DELLO SCHELETRO,ATRIUM,STANDING,OPEN SPACES,INSIDE,54.04,ANTICHAMBER,STANDING,PUBLIC ROOM,11.19,102,170,42,4,,L1753,G,,,B,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,444,,,,,,,,,,,,
1754,DOORWAY,NO,CASA DELLO SCHELETRO,TRICLINIUM,STANDING,PUBLIC ROOM,INSIDE,32.86,ANTICHAMBER,STANDING,PUBLIC ROOM,11.19,228,271,43,5,T1754,,G,,,B,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,444,T1754,54,235,4,MARBLE,A,13,0,5,0,NO,NO
1755,DOORWAY,NO,CASA DELLO SCHELETRO,NYMPHEUM,STANDING,PUBLIC ROOM,OUTSIDE,23.24,ANTICHAMBER,STANDING,PUBLIC ROOM,11.19,237,,31,3,T1755,,G,,,,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,444,T1755,31,237,65,MARBLE,C,0,0,0,0,NO,NO
1756,DOORWAY,NO,CASA DELLO SCHELETRO,ATRIUM,STANDING,OPEN SPACES,INSIDE,54.04,STORAGE CLOSET,STANDING,SERVICE ROOM,3.39,114,190,,5,T1756,L1756,G,,,B,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,444,T1756,29,20,,MARBLE,C,0,0,1,0,NO,NO
1757,WINDOW,WOLF MOUTH WINDOW,CASA DELLO SCHELETRO,TABLINIUM,STANDING,PUBLIC ROOM,INSIDE,8.96,STORAGE CLOSET,STANDING,SERVICE ROOM,3.39,48,41,47,4,,,G,163,,A,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,444,,,,,,,,,,,,
1758,DOORWAY,NO,CASA DELLO SCHELETRO,ATRIUM,STANDING,OPEN SPACES,INSIDE,54.04,TABLINIUM,STANDING,PUBLIC ROOM,8.96,272,300,48,4,,,G,,,B,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,444,,,,,,,,,,,,
1759,WINDOW,NO,CASA DELLO SCHELETRO,TRICLINIUM,STANDING,PUBLIC ROOM,INSIDE,27.84,TABLINIUM,STANDING,PUBLIC ROOM,8.96,172,151,44,4,,L1759,G,,,B,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,444,,,,,,,,,,,,
1760,DOORWAY,NO,CASA DELLO SCHELETRO,ATRIUM,STANDING,OPEN SPACES,INSIDE,54.04,CORRIDOR,PASSING,PUBLIC ROOM,4,121,189,31,5,T1760,L1760,G,,,B,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,444,T1760,32,120,,LIMESTONE,C,0,0,2,0,NO,NO
1761,DOORWAY,NO,CASA DELLO SCHELETRO,ANTICHAMBER,STANDING,PUBLIC ROOM,INSIDE,4.58,CORRIDOR,PASSING,PUBLIC ROOM,4,168,188,47,5,T1761,L1761,G,,,B,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,444,T1761,46,168,,OPUS SECTILE,C,0,0,0,0,NO,NO
1762,DOORWAY,NO,CASA DELLO SCHELETRO,TRICLINIUM,STANDING,PUBLIC ROOM,INSIDE,27.84,CORRIDOR,PASSING,PUBLIC ROOM,4,104,192,47,5,T1762,,G,,,B,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,444,T1762,38,15,5,MARBLE,C,0,0,1,0,NO,NO
1763,DOORWAY,NO,CASA DELLO SCHELETRO,TRICLINIUM,STANDING,PUBLIC ROOM,INSIDE,27.84,COURT,STANDING,OPEN SPACES,14.26,235,268,41,5,,,G,,,B,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,444,,,,,,,,,,,,
1764,DOORWAY,NO,CASA DELLO SCHELETRO,RECEPTION ROOM,STANDING,PUBLIC ROOM,INSIDE,8.46,ANTICHAMBER,STANDING,PUBLIC ROOM,4.58,145,212,44,4,,L1764,G,,,B,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,444,,,,,,,,,,,,
1765,WINDOW,WOLF MOUTH WINDOW,CASA DELLO SCHELETRO,ANTICHAMBER,STANDING,PUBLIC ROOM,INSIDE,7.78,CUBICULUM,STANDING,PRIVATE ROOM,2.2,20,47,47,4,,,G,,,A,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,444,,,,,,,,,,,,
1766,DOORWAY,NO,CASA DELLO SCHELETRO,COURT,STANDING,OPEN SPACES,OUTSIDE,14.26,ANTICHAMBER,STANDING,PUBLIC ROOM,4.58,188,278,45,5,T1766,,G,,,B,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,444,T1766,45,188,,OPUS SECTILE,C,0,0,0,0,NO,NO
1767,DOORWAY,NO,CASA DELLO SCHELETRO,ATRIUM,STANDING,OPEN SPACES,INSIDE,54.04,CORRIDOR,PASSING,PUBLIC ROOM,3.81,90,,43,2,,,G,,,,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,444,,,,,,,,,,,,
1768,DOORWAY,NO,CASA DELLO SCHELETRO,ATRIUM,STANDING,OPEN SPACES,INSIDE,54.04,STAIRWAY,PASSING,SERVICE ROOM,2.84,77,,47,3,T1768,,G,,,,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,444,T1768,42,63,24,OTHER STONE,C,0,0,0,0,NO,NO
1769,DOORWAY,NO,CASA DELLO SCHELETRO,ATRIUM,STANDING,OPEN SPACES,INSIDE,54.04,CUBICULUM,STANDING,PRIVATE ROOM,8.26,89,,47,2,,,G,,,,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,444,,,,,,,,,,,,
1770,DOORWAY,NO,CASA DELLO SCHELETRO,ATRIUM,STANDING,OPEN SPACES,INSIDE,54.04,RECEPTION ROOM,STANDING,PUBLIC ROOM,23.96,116,181,43,5,T1770,L1770,G,,,B,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,444,T1770,49,149,2,MARBLE,C,0,0,0,0,NO,NO
1771,WINDOW,WOLF MOUTH WINDOW,CASA DELLO SCHELETRO,STREET,PASSING,OPEN SPACES,OUTSIDE,,RECEPTION ROOM,STANDING,PUBLIC ROOM,23.96,104,,46,2,,,G,225,,,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,444,,,,,,,,,,,,
1772,WINDOW,WOLF MOUTH WINDOW,CASA DELLO SCHELETRO,STREET,PASSING,OPEN SPACES,OUTSIDE,,RECEPTION ROOM,STANDING,PUBLIC ROOM,23.96,35,45,46,4,,,G,175,,A,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,444,,,,,,,,,,,,
1773,DOORWAY,NO,CASA DELLO SCHELETRO,UNKNOWN ROOM,STANDING,UNKNOWN ROOM,INSIDE,12.28,ANTICHAMBER,STANDING,PUBLIC ROOM,4.91,106,,32,2,,,G,,,,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,SURVEY,444,,,,,,,,,,,,
