OpeningId,Type,PeculiarType,HouseId,HouseType,Date,Period,Town,BiggerAreaRoom,PassingStandingBiggerRoom,BiggerAreaRoomType,Bigger Area RoomM2,SmallerAreaRoom,PassingStandingSmallerRoom,SmallerAreaRoomType,SmallerAreaRoomM2,Width,Height,Facing,Floor,DistancefromGround,IdThresholdSill,ThresholdSillLength,ThresholdSillWidth,ThresholdSillThickness,ThresholdSillMaterial,ThresholdSillType,ThresholdSillDoorstopWidth,ThresholdSillTenonHoleNumber,ThresholdSillHingeHoleNumber,ThresholdSillBoltHoleNumber,ThresholdSillShutterErosion,ThresholdSillFoldingDoorChannel,FrameTrace,LintelType,IdLintel,LintelLength,LintelWidth,LintelThickness,LintelMaterial,LintelDoorstopWidth,LintelTenonHoleNumber,LintelHingeHoleNumber,LintelBoltHoleNumber
1594,DOORWAY,NO,CASA DEI CERVI,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,TRICLINIUM,STANDING,PUBLIC ROOM,38.14,CORRIDOR,PASSING,PUBLIC ROOM,15.26,76,188,INSIDE,G,,T1594,39,69,,MARBLE,C,0,0,1,0,NO,NO,,A,,,,,,,,,
1595,DOORWAY,NO,CASA DEI CERVI,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,TRICLINIUM,STANDING,PUBLIC ROOM,38.14,ANTICHAMBER,STANDING,PUBLIC ROOM,10.3,122,209,INSIDE,G,,T1595,49,129,,OTHER STONE,A,11,0,2,0,NO,NO,,B,L1595,161,49,13,WOOD,,,,
1596,DOORWAY,NO,CASA DEI CERVI,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,CORRIDOR,PASSING,PUBLIC ROOM,260,TRICLINIUM,STANDING,PUBLIC ROOM,38.14,309,,INSIDE,G,,,,,,,,,,,,,,,B,L1596,,50,,WOOD,,,,
1597,DOORWAY,NO,CASA DEI CERVI,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,CORRIDOR,PASSING,PUBLIC ROOM,260,ANTICHAMBER,STANDING,PUBLIC ROOM,10.3,114,,INSIDE,G,,,,,,,,,,,,,,,B,L1597,,45,,WOOD,,,,
1598,DOORWAY,NO,CASA DEI CERVI,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,RECEPTION ROOM,STANDING,PUBLIC ROOM,17.77,ANTICHAMBER,STANDING,PUBLIC ROOM,10.3,125,,INSIDE,G,,T1598,47,125,,OTHER STONE,C,0,0,3,0,NO,NO,,A,,,,,,,,,
1599,DOORWAY,NO,CASA DEI CERVI,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,ANTICHAMBER,STANDING,PUBLIC ROOM,10.3,STORAGE CLOSET,STANDING,SERVICE ROOM,3.71,122,166,INSIDE,G,,,,,,,,,,,,,,,B,L1599,147,40,16,WOOD,,,,
1600,WINDOW,NO,CASA DEI CERVI,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,COURT,STANDING,OPEN SPACES,228.93,ANTICHAMBER,STANDING,PUBLIC ROOM,10.3,,,INSIDE,G,,,,,,,,,,,,,,,B,L1600,,48,,WOOD,,,,
1601,DOORWAY,NO,CASA DEI CERVI,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,CORRIDOR,PASSING,PUBLIC ROOM,15.26,STAIRWAY,PASSING,SERVICE ROOM,,90,,INSIDE,G,,,,,,,,,,,,,,,,,,,,,,,,
1602,DOORWAY,NO,CASA DEI CERVI,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,CORRIDOR,PASSING,PUBLIC ROOM,15.26,ANTICHAMBER,STANDING,PUBLIC ROOM,6.54,102,,INSIDE,G,,,,,,,,,,,,,,,,,,,,,,,,
1603,DOORWAY,NO,CASA DEI CERVI,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,CORRIDOR,PASSING,PUBLIC ROOM,15.26,SERVICE ROOM,STANDING,SERVICE ROOM,9.24,110,,INSIDE,G,,T1603,44,129,,OTHER STONE,A,8,0,0,0,NO,NO,,B,L1603,,33,,WOOD,,,,
1604,WINDOW,BETWEEN FLATS,CASA DEI CERVI,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,CORRIDOR,PASSING,PUBLIC ROOM,260,CUBICULUM,STANDING,PRIVATE ROOM,,98,100,OUTSIDE,G,,,,,,,,,,,,,,,B,L1604,,39,,WOOD,,,,
1605,WINDOW,BETWEEN FLATS,CASA DEI CERVI,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,CORRIDOR,PASSING,PUBLIC ROOM,260,CUBICULUM,STANDING,PRIVATE ROOM,,,,OUTSIDE,G,,,,,,,,,,,,,,,B,L1605,,39,,WOOD,,,,
1606,WINDOW,NO,CASA DEI CERVI,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,SERVICE ROOM,STANDING,SERVICE ROOM,9.24,ANTICHAMBER,STANDING,PUBLIC ROOM,6.54,,,INSIDE,G,,,,,,,,,,,,,,,B,L1606,,33,,WOOD,,,,
1607,DOORWAY,NO,CASA DEI CERVI,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,SERVICE ROOM,STANDING,SERVICE ROOM,9.24,LATRINA,STANDING,SERVICE ROOM,1.54,70,,INSIDE,G,,T1607,35,70,18,OTHER STONE,C,0,0,0,0,NO,NO,,B,L1607,,35,,WOOD,,,,
1608,DOORWAY,NO,CASA DEI CERVI,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,SERVICE ROOM,STANDING,SERVICE ROOM,9.24,KITCHEN,STANDING,SERVICE ROOM,4.48,64,,INSIDE,G,,T1608,52,76,9,OTHER STONE,A,9,0,1,0,NO,NO,,B,L1608,,35,,WOOD,,,,
1609,DOORWAY,NO,CASA DEI CERVI,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,SERVICE ROOM,STANDING,SERVICE ROOM,9.24,STORAGE CLOSET,STANDING,SERVICE ROOM,6.1,74,,INSIDE,G,,,,,,,,,,,,,,,,,,,,,,,,
1610,DOORWAY,NO,CASA DEI CERVI,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,CUBICULUM,STANDING,PRIVATE ROOM,11.45,ANTICHAMBER,STANDING,PUBLIC ROOM,6.54,93,,INSIDE,G,,T1610,48,93,,OTHER STONE,C,0,0,2,0,NO,NO,,B,L1610,,43,,WOOD,,,,
1611,WINDOW,BETWEEN FLATS,CASA DEI CERVI,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,CUBICULUM,STANDING,PRIVATE ROOM,11.45,CORRIDOR,PASSING,PUBLIC ROOM,,99,,OUTSIDE,G,,,,,,,,,,,,,,,A,,,,,,,,,
1612,WINDOW,NO,CASA DEI CERVI,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,RECEPTION ROOM,STANDING,PUBLIC ROOM,17.77,CUBICULUM,STANDING,PRIVATE ROOM,11.45,81,73,INSIDE,G,,,,,,,,,,,,,,,B,L1612,,44,,WOOD,,,,
1613,WINDOW,WOLF MOUTH WINDOW,CASA DEI CERVI,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,CUBICULUM,STANDING,PRIVATE ROOM,6.54,CUBICULUM,STANDING,PRIVATE ROOM,3.71,25,43,INSIDE,G,326,,,,,,,,,,,,,,A,,,,,,,,,
1614,WINDOW,NO,CASA DEI CERVI,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,CUBICULUM,STANDING,PRIVATE ROOM,6.54,CUBICULUM,STANDING,PRIVATE ROOM,3.71,57,83,INSIDE,G,318,,,,,,,,,,,,,,,,,,,,,,,
1615,WINDOW,WOLF MOUTH WINDOW,CASA DEI CERVI,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,CUBICULUM,STANDING,PRIVATE ROOM,6.54,CUBICULUM,STANDING,PRIVATE ROOM,3.71,22,40,INSIDE,G,340,,,,,,,,,,,,,,A,,,,,,,,,
1616,WINDOW,BETWEEN FLATS,CASA DEI CERVI,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,CUBICULUM,STANDING,PRIVATE ROOM,6.1,CUBICULUM,STANDING,PRIVATE ROOM,,91,,OUTSIDE,G,,,,,,,,,,,,,,,A,,,,,,,,,
1617,WINDOW,NO,CASA DEI CERVI,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,COURT,STANDING,OPEN SPACES,228.93,RECEPTION ROOM,STANDING,PUBLIC ROOM,17.77,,,INSIDE,G,,,,,,,,,,,,,,,A,,,,,,,,,
1618,DOORWAY,NO,CASA DEI CERVI,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,CORRIDOR,PASSING,PUBLIC ROOM,260,RECEPTION ROOM,STANDING,PUBLIC ROOM,17.77,175,,INSIDE,G,,T1618,61,191,4,MARBLE,C,0,0,2,0,NO,NO,,B,L1618,,43,,WOOD,,,,
1619,WINDOW,NO,CASA DEI CERVI,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,CORRIDOR,PASSING,PUBLIC ROOM,260,COURT,STANDING,OPEN SPACES,228.93,58,,INSIDE,G,,T1619,24,62,4,MARBLE,C,0,0,1,0,NO,NO,,B,L1619,,20,,WOOD,,,,
1620,WINDOW,NO,CASA DEI CERVI,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,CORRIDOR,PASSING,PUBLIC ROOM,260,COURT,STANDING,OPEN SPACES,228.93,97,,INSIDE,G,,,,,,,,,,,,,,,B,L1620,,38,,WOOD,,,,
1621,WINDOW,NO,CASA DEI CERVI,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,CORRIDOR,PASSING,PUBLIC ROOM,260,COURT,STANDING,OPEN SPACES,228.93,162,,INSIDE,G,,,,,,,,,,,,,,,B,L1621,,44,,WOOD,,,,
1622,DOORWAY,NO,CASA DEI CERVI,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,CORRIDOR,PASSING,PUBLIC ROOM,260,COURT,STANDING,OPEN SPACES,228.93,309,,INSIDE,G,,,,,,,,,,,,,,,B,,,,,,,,,
1623,WINDOW,WOLF MOUTH WINDOW,CASA DEI CERVI,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,CORRIDOR,PASSING,PUBLIC ROOM,260,COURT,STANDING,OPEN SPACES,228.93,55,,INSIDE,G,,,,,,,,,,,,,,,A,,,,,,,,,
1624,WINDOW,NO,CASA DEI CERVI,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,CORRIDOR,PASSING,PUBLIC ROOM,260,COURT,STANDING,OPEN SPACES,228.93,116,,INSIDE,G,,T1624,41,116,4,MARBLE,C,0,0,2,0,NO,NO,,B,L1624,,40,,WOOD,,,,
1625,WINDOW,NO,CASA DEI CERVI,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,CORRIDOR,PASSING,PUBLIC ROOM,260,COURT,STANDING,OPEN SPACES,228.93,98,,INSIDE,G,,,,,,,,,,,,,,,B,L1625,,44,,WOOD,,,,
1626,WINDOW,NO,CASA DEI CERVI,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,CORRIDOR,PASSING,PUBLIC ROOM,260,COURT,STANDING,OPEN SPACES,228.93,92,,INSIDE,G,,,,,,,,,,,,,,,B,L1626,,44,,WOOD,,,,
1627,DOORWAY,NO,CASA DEI CERVI,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,CORRIDOR,PASSING,PUBLIC ROOM,260,STAIRWAY,PASSING,SERVICE ROOM,4.63,95,,INSIDE,G,,,,,,,,,,,,,,,,,,,,,,,,
1628,WINDOW,NO,CASA DEI CERVI,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,CORRIDOR,PASSING,PUBLIC ROOM,260,COURT,STANDING,OPEN SPACES,228.93,,,INSIDE,G,,,,,,,,,,,,,,,,,,,,,,,,
1629,WINDOW,NO,CASA DEI CERVI,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,COURT,STANDING,OPEN SPACES,228.93,RECEPTION ROOM,STANDING,PUBLIC ROOM,24.32,101,,INSIDE,G,,,,,,,,,,,,,,,B,L1629,,37,,WOOD,,,,
1630,DOORWAY,NO,CASA DEI CERVI,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,CORRIDOR,PASSING,PUBLIC ROOM,260,CUBICULUM,STANDING,PRIVATE ROOM,3.85,117,,INSIDE,G,,T1630,46,154,4,MARBLE,C,0,3,2,0,NO,NO,,,,,,,,,,,
1631,WINDOW,NO,CASA DEI CERVI,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,CORRIDOR,PASSING,PUBLIC ROOM,260,CUBICULUM,STANDING,PRIVATE ROOM,3.85,50,,OUTSIDE,G,,,,,,,,,,,,,,,B,L1631,,48,,WOOD,,,,
1632,DOORWAY,NO,CASA DEI CERVI,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,CORRIDOR,PASSING,PUBLIC ROOM,260,CUBICULUM,STANDING,PRIVATE ROOM,3.99,75,,INSIDE,G,,,,,,,,,,,,,,,,,,,,,,,,
1633,DOORWAY,NO,CASA DEI CERVI,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,CORRIDOR,PASSING,PUBLIC ROOM,260,RECEPTION ROOM,STANDING,PUBLIC ROOM,24.32,103,,INSIDE,G,,T1633,13,91,4,MARBLE,C,0,0,0,0,NO,NO,,B,L1633,,41,,WOOD,,,,
1634,DOORWAY,NO,CASA DEI CERVI,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,CORRIDOR,PASSING,PUBLIC ROOM,260,RECEPTION ROOM,STANDING,PUBLIC ROOM,24.32,147,,INSIDE,G,,T1634,35,147,4,MARBLE,C,0,0,0,0,NO,NO,,B,L1634,,45,,WOOD,,,,
1635,DOORWAY,NO,CASA DEI CERVI,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,CORRIDOR,PASSING,PUBLIC ROOM,260,CUBICULUM,STANDING,PRIVATE ROOM,4.54,89,,INSIDE,G,,,,,,,,,,,,,,,B,L1635,,37,,WOOD,,,,
1636,DOORWAY,NO,CASA DEI CERVI,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,CORRIDOR,PASSING,PUBLIC ROOM,260,GARDEN,STANDING,OPEN SPACES,29.25,128,,INSIDE,G,,T1636,31,128,3,MARBLE,C,0,0,2,0,NO,NO,,B,L1636,,39,,WOOD,,,,
1637,DOORWAY,NO,CASA DEI CERVI,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,GARDEN,STANDING,OPEN SPACES,29.25,CUBICULUM,STANDING,PRIVATE ROOM,7.24,101,,INSIDE,G,,,,,,,,,,,,,,,,,,,,,,,,
1638,WINDOW,NO,CASA DEI CERVI,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,TERRACE,STANDING,OPEN SPACES,72.66,CUBICULUM,STANDING,PRIVATE ROOM,7.24,,,OUTSIDE,G,,,,,,,,,,,,,,,,,,,,,,,,
1639,DOORWAY,NO,CASA DEI CERVI,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,CORRIDOR,PASSING,PUBLIC ROOM,260,GARDEN,STANDING,OPEN SPACES,29.25,129,,INSIDE,G,,,,,,,,,,,,,,,B,L1639,,42,,WOOD,,,,
1640,DOORWAY,NO,CASA DEI CERVI,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,CORRIDOR,PASSING,PUBLIC ROOM,260,GARDEN,STANDING,OPEN SPACES,29.25,91,,INSIDE,G,,,,,,,,,,,,,,,,,,,,,,,,
1641,DOORWAY,NO,CASA DEI CERVI,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,CORRIDOR,PASSING,PUBLIC ROOM,260,GARDEN,STANDING,OPEN SPACES,21.61,320,,INSIDE,G,,T1641,37,320,4,MARBLE,C,0,0,1,0,NO,NO,,,,,,,,,,,
1642,DOORWAY,NO,CASA DEI CERVI,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,CORRIDOR,PASSING,PUBLIC ROOM,260,GARDEN,STANDING,OPEN SPACES,21.61,105,,INSIDE,G,,T1642,37,105,4,MARBLE,C,0,0,2,0,NO,NO,,,,,,,,,,,
1643,DOORWAY,NO,CASA DEI CERVI,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,CORRIDOR,PASSING,PUBLIC ROOM,260,GARDEN,STANDING,OPEN SPACES,21.61,132,,INSIDE,G,,T1643,39,132,4,MARBLE,C,0,0,2,0,NO,NO,,B,L1643,,44,,WOOD,,,,
1644,WINDOW,NO,CASA DEI CERVI,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,TERRACE,STANDING,OPEN SPACES,72.66,CUBICULUM,STANDING,PRIVATE ROOM,9.15,145,,OUTSIDE,G,,T1644,41,187,4,MARBLE,C,0,0,0,0,NO,NO,,B,L1644,,34,,WOOD,,,,
1645,WINDOW,NO,CASA DEI CERVI,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,GARDEN,STANDING,OPEN SPACES,21.61,CUBICULUM,STANDING,PRIVATE ROOM,9.15,105,,INSIDE,G,,T1645,33,105,4,MARBLE,C,0,0,2,1,NO,NO,,B,L1645,,38,,WOOD,,,,
1646,DOORWAY,NO,CASA DEI CERVI,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,CORRIDOR,PASSING,PUBLIC ROOM,260,CUBICULUM,STANDING,PRIVATE ROOM,9.15,105,,INSIDE,G,,T1646,40,105,4,MARBLE,C,0,0,3,0,NO,NO,,B,L1646,,40,,WOOD,,,,
1647,DOORWAY,NO,CASA DEI CERVI,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,CORRIDOR,PASSING,PUBLIC ROOM,260,TRICLINIUM,STANDING,PUBLIC ROOM,74.45,105,,INSIDE,G,,,,,,,,,,,,,,,,,,,,,,,,
1648,DOORWAY,NO,CASA DEI CERVI,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,CORRIDOR,PASSING,PUBLIC ROOM,260,TRICLINIUM,STANDING,PUBLIC ROOM,74.45,297,,INSIDE,G,,,,,,,,,,,,,,,,,,,,,,,,
1649,DOORWAY,NO,CASA DEI CERVI,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,CORRIDOR,PASSING,PUBLIC ROOM,260,TRICLINIUM,STANDING,PUBLIC ROOM,74.45,102,,INSIDE,G,,,,,,,,,,,,,,,,,,,,,,,,
1650,DOORWAY,NO,CASA DEI CERVI,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,CORRIDOR,PASSING,PUBLIC ROOM,260,RECEPTION ROOM,STANDING,PUBLIC ROOM,25.55,153,,INSIDE,G,,T1650,36,149,4,MARBLE,C,0,0,3,0,NO,NO,,B,L1650,,45,,WOOD,,,,
1651,WINDOW,NO,CASA DEI CERVI,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,CORRIDOR,PASSING,PUBLIC ROOM,260,RECEPTION ROOM,STANDING,PUBLIC ROOM,25.55,80,,INSIDE,G,,T1651,45,80,3,MARBLE,C,0,0,1,0,NO,NO,,B,L1651,,45,,WOOD,,,,
1652,WINDOW,NO,CASA DEI CERVI,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,CORRIDOR,PASSING,PUBLIC ROOM,260,COURT,STANDING,OPEN SPACES,228.93,97,,INSIDE,G,,T1652,35,97,4,MARBLE,C,0,0,0,0,NO,NO,,A,,,,,,,,,
1653,WINDOW,NO,CASA DEI CERVI,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,CORRIDOR,PASSING,PUBLIC ROOM,260,RECEPTION ROOM,STANDING,PUBLIC ROOM,25.55,119,,INSIDE,G,,,,,,,,,,,,,,,B,L1653,,44,,WOOD,,,,
1654,WINDOW,NO,CASA DEI CERVI,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,COURT,STANDING,OPEN SPACES,228.93,TRICLINIUM,STANDING,PUBLIC ROOM,74.45,90,,INSIDE,G,,T1654,40,97,4,MARBLE,C,0,0,0,0,NO,NO,,B,L1654,,41,,WOOD,,,,
1655,WINDOW,NO,CASA DEI CERVI,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,COURT,STANDING,OPEN SPACES,228.93,TRICLINIUM,STANDING,PUBLIC ROOM,74.45,97,,INSIDE,G,,,,,,,,,,,,,,,B,L1655,,44,,WOOD,,,,
1656,DOORWAY,NO,CASA DEI CERVI,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,COURT,STANDING,OPEN SPACES,228.93,TRICLINIUM,STANDING,PUBLIC ROOM,74.45,88,,INSIDE,G,,T1656,51,100,3,MARBLE,C,0,0,2,0,NO,NO,,,,,,,,,,,
1657,DOORWAY,NO,CASA DEI CERVI,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,COURT,STANDING,OPEN SPACES,228.93,TRICLINIUM,STANDING,PUBLIC ROOM,74.45,290,,INSIDE,G,,T1657,64,296,3,MARBLE,C,0,0,2,0,NO,NO,,,,,,,,,,,
1658,DOORWAY,NO,CASA DEI CERVI,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,COURT,STANDING,OPEN SPACES,228.93,TRICLINIUM,STANDING,PUBLIC ROOM,74.45,84,,INSIDE,G,,T1658,40,106,3,MARBLE,C,0,0,2,0,NO,NO,,,,,,,,,,,
1659,WINDOW,NO,CASA DEI CERVI,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,COURT,STANDING,OPEN SPACES,228.93,TRICLINIUM,STANDING,PUBLIC ROOM,74.45,92,,INSIDE,G,,T1659,45,92,3,MARBLE,C,0,0,0,0,NO,NO,,,,,,,,,,,
1660,WINDOW,NO,CASA DEI CERVI,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,COURT,STANDING,OPEN SPACES,228.93,TRICLINIUM,STANDING,PUBLIC ROOM,74.45,97,,INSIDE,G,,,,,,,,,,,,,,,,,,,,,,,,
1661,DOORWAY,NO,CASA DEI CERVI,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,COURT,STANDING,OPEN SPACES,228.93,STAIRWAY,PASSING,SERVICE ROOM,3.67,98,,INSIDE,G,,T1661,50,89,20,OTHER STONE,A,10,0,4,0,NO,NO,,B,L1661,,38,,WOOD,,,,
1662,WINDOW,NO,CASA DEI CERVI,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,CORRIDOR,PASSING,PUBLIC ROOM,260,COURT,STANDING,OPEN SPACES,228.93,113,,INSIDE,G,,T1662,38,113,4,MARBLE,C,0,0,2,0,YES,NO,,B,L1662,,38,,WOOD,,,,
1663,DOORWAY,NO,CASA DEI CERVI,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,ATRIUM,STANDING,OPEN SPACES,27.6,CUBICULUM,STANDING,PRIVATE ROOM,,97,203,INSIDE,1,,,,,,,,,,,,,,,B,L1663,106,,14,WOOD,,,,
1664,DOORWAY,NO,CASA DEI CERVI,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,ATRIUM,STANDING,OPEN SPACES,27.6,CUBICULUM,STANDING,PRIVATE ROOM,,92,195,INSIDE,1,,,,,,,,,,,,,,,B,L1664,119,,13,WOOD,,,,
1665,DOORWAY,NO,CASA DEI CERVI,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,ATRIUM,STANDING,OPEN SPACES,27.6,CUBICULUM,STANDING,PRIVATE ROOM,,86,195,INSIDE,1,,,,,,,,,,,,,,,B,L1665,97,,12,WOOD,,,,
1666,DOORWAY,NO,CASA DEI CERVI,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,ATRIUM,STANDING,OPEN SPACES,27.6,CUBICULUM,STANDING,PRIVATE ROOM,,,,INSIDE,1,,,,,,,,,,,,,,,B,,,,,,,,,
1667,DOORWAY,NO,CASA DEI CERVI,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,ATRIUM,STANDING,OPEN SPACES,27.6,CUBICULUM,STANDING,PRIVATE ROOM,,,,INSIDE,1,,,,,,,,,,,,,,,B,,,,,,,,,
1668,DOORWAY,NO,CASA DEI CERVI,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,ATRIUM,STANDING,OPEN SPACES,27.6,CUBICULUM,STANDING,PRIVATE ROOM,,,,INSIDE,1,,,,,,,,,,,,,,,B,,,,,,,,,
1669,WINDOW,NO,CASA DEI CERVI,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,COURT,STANDING,OPEN SPACES,228.93,ATRIUM,STANDING,OPEN SPACES,27.6,,,INSIDE,G,,,,,,,,,,,,,,,B,,,,,,,,,
1670,DOORWAY,NO,CASA DEL BEL CORTILE,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,STREET,PASSING,OPEN SPACES,,ENTRANCE,PASSING,PUBLIC ROOM,34.96,163,211,OUTSIDE,G,,T1670,44,176,,OTHER STONE,A,14,0,0,0,NO,NO,,B,L1670,213,39,24,WOOD,,,,
1671,DOORWAY,NO,CASA DEL BEL CORTILE,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,ENTRANCE,PASSING,PUBLIC ROOM,34.96,KITCHEN,STANDING,SERVICE ROOM,3.65,113,141,INSIDE,G,,,,,,,,,,,,,,,A,,,,,,,,,
1672,WINDOW,NO,CASA DEL BEL CORTILE,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,STREET,PASSING,OPEN SPACES,,KITCHEN,STANDING,SERVICE ROOM,3.65,41,33,OUTSIDE,G,152,,,,,,,,,,,,,,A,,,,,,,,,
1673,DOORWAY,NO,CASA DEL BEL CORTILE,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,ENTRANCE,PASSING,PUBLIC ROOM,34.96,ANTICHAMBER,STANDING,PUBLIC ROOM,2.01,109,202,INSIDE,G,,T1673,22,110,4,MARBLE,C,0,0,1,0,NO,NO,,B,L1673,131,65,16,WOOD,,,,
1674,DOORWAY,NO,CASA DEL BEL CORTILE,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,COURT,STANDING,OPEN SPACES,13.56,ANTICHAMBER,STANDING,PUBLIC ROOM,2.01,116,203,INSIDE,G,,T1674,31,130,4,MARBLE,C,0,0,1,0,NO,NO,,B,L1674,,,,WOOD,,,,
1675,WINDOW,NO,CASA DEL BEL CORTILE,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,TRICLINIUM,STANDING,PUBLIC ROOM,19.21,COURT,STANDING,OPEN SPACES,13.56,172,165,INSIDE,G,,T1675,48,196,4,MARBLE,A,19,0,0,0,NO,NO,,B,L1675,,,,WOOD,,,,
1676,DOORWAY,NO,CASA DEL BEL CORTILE,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,ENTRANCE,PASSING,PUBLIC ROOM,34.96,TABLINIUM,STANDING,PUBLIC ROOM,4.28,226,,INSIDE,G,,T1676,23,227,4,MARBLE,C,0,0,0,0,NO,NO,,B,L1676,,,,WOOD,,,,
1677,DOORWAY,NO,CASA DEL BEL CORTILE,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,TRICLINIUM,STANDING,PUBLIC ROOM,19.21,ANTICHAMBER,STANDING,PUBLIC ROOM,2.01,107,201,INSIDE,G,,T1677,37,108,,OTHER STONE,A,9,0,1,0,NO,NO,,B,L1677,127,37,24,WOOD,,,,
1678,DOORWAY,NO,CASA DEL BEL CORTILE,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,COURT,STANDING,OPEN SPACES,13.56,TABLINIUM,STANDING,PUBLIC ROOM,4.28,217,,INSIDE,G,,T1678,35,244,4,MARBLE,C,0,0,0,0,NO,NO,,B,L1678,,,,WOOD,,,,
1679,DOORWAY,NO,CASA DEL BEL CORTILE,DOMUS,I AD,EARLY EMPIRE,HERCULANEUM,ENTRANCE,PASSING,PUBLIC ROOM,34.96,CORRIDOR,PASSING,PUBLIC ROOM,7.24,122,182,INSIDE,G,,T1679,35,121,4,MARBLE,C,0,0,2,0,NO,NO,,B,L1679,,,,WOOD,,,,
